"spo","pval","gene","funct","NCBI","padj"
"SPO3204",0.646,"rpoZ","DNA-directed RNA polymerase, omega subunit","SPO_RS16230",1
"SPO3206",0.8916,"SPO3206","hypothetical protein","SPO_RS16240",1
"SPO3208",0.9768,"SPO3208","glutathione S-transferase family protein","SPO_RS16250",1
"SPO3209",0.8998,"SPO3209","transporter, LysE family","SPO_RS16255",1
"SPO3210",0,"SPO3210","hypothetical protein","SPO_RS16260",0
"SPO3211",0.5222,"SPO3211","hypothetical protein","SPO_RS16265",1
"SPO3212",2,"rnhA","ribonuclease HI","SPO_RS16270",1
"SPO3213",0.581,"SPO3213","hypothetical protein","SPO_RS16275",1
"SPO3214",0.657,"SPO3214","hypothetical protein","SPO_RS16280",1
"SPO3215",0.6662,"SPO3215","hypothetical protein","SPO_RS16285",1
"SPO3216",NA,"fmt","methionyl-tRNA formyltransferase","SPO_RS16290",NA
"SPO3217",0,"def-1","peptide deformylase","SPO_RS16295",0
"SPO3218",0.203,"def-2","peptide deformylase","SPO_RS16300",0.833797333333333
"SPO3220",0,"SPO3220","aminotransferase, classes I and II","SPO_RS16310",0
"SPO3221",0.956,"SPO3221","hypothetical protein","SPO_RS16315",1
"SPO3222",0.9976,"SPO3222","hypothetical protein","SPO_RS16320",1
"SPO3223",0,"SPO3223","response regulator","SPO_RS16325",0
"SPO3224",0.089,"cobC","cobalamin biosynthetic protein CobC","SPO_RS16330",0.514361502347418
"SPO3226",1.0044,"SPO3226","hypothetical protein","SPO_RS16340",1
"SPO3227",0.0944,"SPO3227","hypothetical protein","SPO_RS16345",0.534692024539877
"SPO3228",0.5442,"SPO3228","SMC protein","SPO_RS16350",1
"SPO3229",0.899,"SPO3229","lipoprotein, putative","SPO_RS16355",1
"SPO3230",0,"SPO3230","aminotransferase, classes I and II","SPO_RS16360",0
"SPO3231",0.1206,"pdhR","pyruvate dehydrogenase complex repressor","SPO_RS16365",0.619437830319889
"SPO3232",0.3772,"SPO3232","hypothetical protein","SPO_RS16370",1
"SPO3238",0.569,"SPO3238","transcriptional regulator, ArsR family","SPO_RS16400",1
"SPO3239",0.289,"SPO3239","integral membrane protein","SPO_RS16405",0.96382331838565
"SPO3240",0.0286,"SPO3240","transcriptional regulator, LysR family","SPO_RS16410",0.222776113360324
"SPO3241",0.9488,"SPO3241","Asp/Glu/Hydantoin racemase family protein","SPO_RS16415",1
"SPO3242",0.9654,"SPO3242","YbaK/prolyl-tRNA synthetase domain protein","SPO_RS16420",1
"SPO3243",0.72,"nadA","quinolinate synthetase complex, A subunit","SPO_RS16425",1
"SPO3244",1.0154,"SPO3244","L-aspartate oxidase, putative","SPO_RS16430",1
"SPO3245",1.0172,"nadC","nicotinate-nucleotide pyrophosphorylase","SPO_RS16435",1
"SPO3254",0.8348,"bluB","cobalamin biosynthesis protein BluB","SPO_RS16480",1
"SPO3255",NA,"rimM","16S rRNA processing protein RimM","SPO_RS16485",NA
"SPO3256",0,"rpmE","ribosomal protein L31","SPO_RS16490",0
"SPO3258",1.025,"SPO3258","glycosyl hydrolase, family 25","SPO_RS16500",1
"SPO3260",0.0282,"SPO3260","methyltransferase-like protein","SPO_RS16510",0.222776113360324
"SPO3261",1.0038,"SPO3261","glutathione S-transferase family protein","SPO_RS16515",1
"SPO3262",1.0068,"SPO3262","transcriptional regulator, MarR family","SPO_RS16520",1
"SPO3263",0.1524,"SPO3263","hypothetical protein","",0.697414126394052
"SPO3270",0.9972,"SPO3270","hypothetical protein","SPO_RS16560",1
"SPO3271",0,"msrP","Protein-methionine-sulfoxide reductase catalytic subunit MsrP (EC 1.8.5.-)","SPO_RS16565",0
"SPO3272",0.7876,"SPO3272","glutamate synthase family protein","SPO_RS16570",1
"SPO3273",0.0528,"SPO3273","hypothetical protein","",0.36311061452514
"SPO3274",1.0136,"SPO3274","hypothetical protein","",1
"SPO3275",1.0058,"SPO3275","hypothetical protein","SPO_RS16585",1
"SPO3276",0,"clpB","ATP-dependent Clp protease, ATP-binding subunit ClpB","SPO_RS16590",0
"SPO3277",0.294,"SPO3277","hypothetical protein","SPO_RS16595",0.970278820375335
"SPO3278",0,"pyrF","orotidine 5'-phosphate decarboxylase","SPO_RS16600",0
"SPO3279",0.1304,"SPO3279","NUDIX domain protein","SPO_RS16605",0.661493406593407
"SPO3280",0.7166,"SPO3280","DNA polymerase IV, putative","SPO_RS16610",1
"SPO3281",0.456,"SPO3281","DinB family protein","SPO_RS16615",1
"SPO3282",0,"SPO3282","N-formylglutamate amidohydrolase family protein","SPO_RS16620",0
"SPO3285",0.6134,"SPO3285","hypothetical protein","SPO_RS16635",1
"SPO3286",0.956,"atsA","arylsulfatase","SPO_RS16640",1
"SPO3289",0.7966,"SPO3289","phenylacetate-CoA ligase, putative","SPO_RS16655",1
"SPO3290",0.0286,"SPO3290","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS16660",0.222776113360324
"SPO3291",0.7316,"SPO3291","branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid binding protein, putative","SPO_RS16665",1
"SPO3292",0.5334,"SPO3292","branched-chain amino acid ABC transporter, permease protein","SPO_RS16670",1
"SPO3294",0.5654,"SPO3294","branched-chain amino acid ABC transporter, permease protein","SPO_RS16680",1
"SPO3295",1.0074,"SPO3295","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS16685",1
"SPO3296",0,"SPO3296","AMP-binding enzyme","SPO_RS16690",0
"SPO3297",1.0128,"SPO3297","sensory box histidine kinase/response regulator","SPO_RS16695",1
"SPO3298",0.7658,"SPO3298","DNA-binding response regulator","SPO_RS16700",1
"SPO3299",0.533,"SPO3299","transcriptional regulator, TetR family","SPO_RS16705",1
"SPO3300",0.883,"SPO3300","hypothetical protein","SPO_RS16710",1
"SPO3301",0.9916,"SPO3301","transcriptional regulator, LysR family","SPO_RS16715",1
"SPO3302",0.6922,"SPO3302","hypothetical protein","",1
"SPO3303",1.0006,"SPO3303","GDSL-like lipase/acylhydrolase, putative","SPO_RS16725",1
"SPO3304",0.0552,"SPO3304","amidase, hydantoinase/carbamoylase family","SPO_RS16730",0.375420994475138
"SPO3305",0.2082,"SPO3305","phosphoglycerate mutase family protein","SPO_RS16735",0.839976470588235
"SPO3306",0.2224,"SPO3306","glutathione S-transferase, putative","SPO_RS16740",0.884117571884984
"SPO3307",1.573,"lkr","Lysine-ketoglutarate reductase","SPO_RS16745",1
"SPO3308",1.0264,"SPO3308","hypothetical protein","SPO_RS16750",1
"SPO3309",1.0114,"SPO3309","saccharopine dehydrogenase, putative","SPO_RS16755",1
"SPO3310",0.346,"SPO3310","hypothetical protein","SPO_RS16760",1
"SPO3311",0.785,"SPO3311","ADA regulatory protein, putative","SPO_RS16765",1
"SPO3312",0.5586,"SPO3312","hypothetical protein","SPO_RS16770",1
"SPO3313",0.0848,"SPO3313","DNA-binding protein, putative","SPO_RS16775",0.514361502347418
"SPO3314",0.1084,"ilvD","dihydroxy-acid dehydratase","SPO_RS16780",0.608390881458967
"SPO3315",0.8648,"SPO3315","transcriptional regulator, LysR family","SPO_RS16785",1
"SPO3316",0.088,"SPO3316","membrane protein","SPO_RS16790",0.514361502347418
"SPO3316a",0.3266,"SPO3316a","stress protein","SPO_RS16795",1
"SPO3317",0.2204,"SPO3317","transcriptional regulator, putative","SPO_RS16800",0.882795227765727
"SPO3318",1.0126,"SPO3318","hypothetical protein","SPO_RS16805",1
"SPO3319",0.9854,"SPO3319","epsK domain protein","SPO_RS16810",1
"SPO3320",0.6172,"SPO3320","hypothetical protein","SPO_RS16815",1
"SPO3321",0.4868,"SPO3321","hypothetical protein","SPO_RS16820",1
"SPO3322",0.866,"SPO3322","hypothetical protein","SPO_RS16825",1
"SPO3323",0.9874,"SPO3323","hypothetical protein","SPO_RS16835",1
"SPO3324",0.998,"SPO3324","hypothetical protein","SPO_RS16840",1
"SPO3325",1.0018,"SPO3325","hypothetical protein","SPO_RS16845",1
"SPO3326",0.7118,"SPO3326","hypothetical protein","SPO_RS16850",1
"SPO3327",0,"SPO3327","creatinase","SPO_RS16855",0
"SPO3328",1.0048,"gabD-2","succinate-semialdehyde dehydrogenase","SPO_RS16860",1
"SPO3329",0.7674,"SPO3329","globin domain protein","SPO_RS16865",1
"SPO3330",2,"rnr","ribonuclease R","SPO_RS16870",1
"SPO3331",0.3212,"SPO3331","hypothetical protein","SPO_RS16875",1
"SPO3333",0,"SPO3333","hypothetical protein","SPO_RS16885",0
"SPO3334",0.4282,"SPO3334","hypothetical protein","SPO_RS16890",1
"SPO3335",0.8056,"SPO3335","glutamine ABC transporter, periplasmic glutamine-binding protein","SPO_RS16895",1
"SPO3336",1.0048,"SPO3336","hypothetical protein","SPO_RS16900",1
"SPO3337",NA,"dapD","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","SPO_RS16905",NA
"SPO3338",0.412,"bioB","biotin synthase","SPO_RS16910",1
"SPO3339",0.991,"SPO3339","bioY family protein","SPO_RS16915",1
"SPO3340",0.1122,"SPO3340","transcriptional regulator, GntR family","SPO_RS16920",0.613721098265896
"SPO3341",0.9982,"SPO3341","pyridoxal-phosphate dependent enzyme family protein","SPO_RS16925",1
"SPO3342",1.0224,"SPO3342","decarboxylase family protein","SPO_RS16930",1
"SPO3343",0.3732,"SPO3343","hypothetical protein","",1
"SPO3344",0.8576,"SPO3344","Cys/Met metabolism PLP-dependent enzyme family protein","SPO_RS16940",1
"SPO3345",1.2852,"SPO3345","hypothetical protein","SPO_RS16945",1
"SPO3346",0.9998,"SPO3346","radical SAM enzyme, Cfr family","SPO_RS16950",1
"SPO3347",1.0076,"SPO3347","hypothetical protein","SPO_RS16955",1
"SPO3349",0.1088,"SPO3349","L-asparaginase, thermolabile family","SPO_RS16965",0.608785454545455
"SPO3350",1.0074,"SPO3350","hypothetical protein","SPO_RS16970",1
"SPO3351",0.8028,"SPO3351","Aha1 domain protein","SPO_RS16975",1
"SPO3352",0.999,"SPO3352","transcriptional regulator, ArsR family","SPO_RS16980",1
"SPO3353",0.2556,"serB-2","phosphoserine phosphatase","SPO_RS16985",0.947541246290801
"SPO3355",0.7256,"serA","D-3-phosphoglycerate dehydrogenase","SPO_RS16995",1
"SPO3356",0.6864,"SPO3356","hypothetical protein","SPO_RS17000",1
"SPO3357",0.054,"SPO3357","transcriptional regulator, LysR family","SPO_RS17005",0.3693
"SPO3358",0.738,"SPO3358","serine/threonine protein phosphatase family protein","SPO_RS17010",1
"SPO3359",0.8874,"tdh","L-threonine 3-dehydrogenase","SPO_RS17015",1
"SPO3360",0.03,"kbl","2-amino-3-ketobutyrate coenzyme A ligase","SPO_RS17020",0.222917505030181
"SPO3361",0.7738,"SPO3361","RmuC domain protein","SPO_RS17025",1
"SPO3362",0.2038,"mutL","DNA mismatch repair protein MutL","SPO_RS17030",0.834299003322259
"SPO3363",1.0314,"sitD","Manganese ABC transporter, permease protein","SPO_RS17035",1
"SPO3364",0.2818,"sitC","Manganese ABC transporter, permease protein","SPO_RS17040",0.96382331838565
"SPO3367",0.8244,"deoC","deoxyribose-phosphate aldolase","SPO_RS17055",1
"SPO3368",1.0066,"SPO3368","aldehyde dehydrogenase family protein","SPO_RS17060",1
"SPO3369",0.8606,"SPO3369","oxidoreductase, short-chain dehydrogenase/reductase family","SPO_RS17065",1
"SPO3370",0,"SPO3370","peptidase, M16 family","SPO_RS17070",0
"SPO3371",0.0278,"SPO3371","peptidase, M16 family","SPO_RS17075",0.222776113360324
"SPO3372",0.5248,"SPO3372","hypothetical protein","SPO_RS17080",1
"SPO3375",0.9404,"SPO3375","hypothetical protein","SPO_RS17095",1
"SPO3376",0.5274,"SPO3376","ribosomal RNA small subunit methyltransferase B, putative","SPO_RS17100",1
"SPO3377",0.4904,"SPO3377","hypothetical protein","SPO_RS17105",1
"SPO3378",1.0026,"SPO3378","benzoate transporter","SPO_RS17110",1
"SPO3379",0.5388,"SPO3379","transcriptional regulator, LysR family","SPO_RS17115",1
"SPO3380",0.5732,"SPO3380","gamma-butyrobetaine hydroxylase, putative","SPO_RS17120",1
"SPO3381",0.086,"SPO3381","hypothetical protein","SPO_RS17125",0.514361502347418
"SPO3382",0.9954,"SPO3382","aldehyde dehydrogenase family protein","SPO_RS17130",1
"SPO3383",0.9544,"SPO3383","thiol-specific antioxidant protein","SPO_RS17135",1
"SPO3384",0.9914,"SPO3384","methyltransferase, FkbM family","SPO_RS17140",1
"SPO3385",1.5792,"SPO3385","glycosyl transferase, family 25","SPO_RS17145",1
"SPO3386",0.8464,"SPO3386","hypothetical protein","SPO_RS17150",1
"SPO3387",0.4532,"SPO3387","hypothetical protein","SPO_RS17155",1
"SPO3388",1.0066,"SPO3388","transcriptional regulator, TetR family","SPO_RS17160",1
"SPO3390",0.7918,"SPO3390","hypothetical protein","SPO_RS17170",1
"SPO3391",0.0276,"SPO3391","alpha-1,2-fucosyltransferase, putative","SPO_RS17175",0.222776113360324
"SPO3392",1.1396,"rluA","ribosomal large subunit pseudouridine synthase A","SPO_RS17180",1
"SPO3393",0.2778,"SPO3393","hypothetical protein","SPO_RS17185",0.96382331838565
"SPO3394",0,"SPO3394","GDSL-like lipase/acylhydrolase, putative","SPO_RS17190",0
"SPO3395",0.74,"rarD-2","RarD","SPO_RS22310",1
"SPO3396",0.143,"MMGDH","sarcosine dehydrogenase (choline catabolism)","SPO_RS17195",0.686768421052632
"SPO3397",0.9162,"SPO3397","transcriptional regulator, AraC family","SPO_RS17200",1
"SPO3398",0.7922,"BHMT","glycine betaine: homocysteine methyltransferase (choline catabolism)","SPO_RS17205",1
"SPO3399",0.0248,"SPO3399","alcohol dehydrogenase, zinc-containing","SPO_RS17210",0.222776113360324
"SPO3400",1.0548,"DMGDH","dimethylglycine dehydrogenase (choline catabolism)","SPO_RS17215",1
"SPO3401",0.423,"SPO3401","hypothetical protein","SPO_RS17220",1
"SPO3402",0.9468,"SPO3402","transporter, LysE family","SPO_RS17225",1
"SPO3403",0.9904,"SPO3403","DNA-binding protein, putative","SPO_RS17230",1
"SPO3404",0.7624,"SPO3404","hypothetical protein","SPO_RS17235",1
"SPO3405",0.9974,"SPO3405","hypothetical protein","SPO_RS17240",1
"SPO3406",1.0052,"SPO3406","transcriptional regulator, TetR family","SPO_RS17245",1
"SPO3407",0.3218,"SPO3407","hypothetical protein","SPO_RS17250",1
"SPO3408",1.0082,"SPO3408","acetyl-CoA C-acetyltransferase","SPO_RS17255",1
"SPO3409",0.0262,"SPO3409","anti-anti-sigma factor","SPO_RS17260",0.222776113360324
"SPO3410",0.8748,"SPO3410","anti-sigma B factor, putative","SPO_RS17265",1
"SPO3411",0.7796,"SPO3411","gamma-glutamyltranspeptidase, putative","SPO_RS17270",1
"SPO3412",0.6538,"SPO3412","hypothetical protein","SPO_RS17275",1
"SPO3413",0.9916,"SPO3413","auxin efflux carrier family protein","SPO_RS17280",1
"SPO3414",0.5814,"SPO3414","lipoprotein, putative","SPO_RS17285",1
"SPO3418",0.0842,"SPO3418","amidase family protein","SPO_RS17305",0.514361502347418
"SPO3419",2,"SPO3419","ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family","SPO_RS17310",1
"SPO3420",0,"SPO3420","hypothetical protein","SPO_RS17315",0
"SPO3421",0.5594,"SPO3421","hypothetical protein","SPO_RS17320",1
"SPO3422",0.0266,"SPO3422","ATP-dependent protease La domain protein","SPO_RS17325",0.222776113360324
"SPO3423",1.5796,"SPO3423","thioredoxin","SPO_RS17330",1
"SPO3424",0.5662,"SPO3424","leucine rich repeat protein","SPO_RS22315",1
"SPO3425",0,"SPO3425","exodeoxyribonuclease III, putative","SPO_RS17340",0
"SPO3427",1.4234,"ribBA","3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II","SPO_RS17350",1
"SPO3428",0.9654,"SPO3428","hypothetical protein","SPO_RS17355",1
"SPO3429",1.1112,"SPO3429","alanine racemase domain protein","SPO_RS17360",1
"SPO3431",0.3688,"SPO3431","hypothetical protein","SPO_RS17370",1
"SPO3434",NA,"SPO3434","hypothetical protein","SPO_RS17385",NA
"SPO3435",0.4226,"SPO3435","glutathione S-transferase family protein","SPO_RS17390",1
"SPO3436",0.7162,"SPO3436","hypothetical protein","SPO_RS17395",1
"SPO3437",1.0128,"SPO3437","mechanosensitive ion channel family protein","SPO_RS17400",1
"SPO3438",1.009,"SPO3438","hypothetical protein","SPO_RS17405",1
"SPO3439",1.2234,"SPO3439","enoyl-CoA hydratase/isomerase family protein","SPO_RS17410",1
"SPO3440",0.9768,"SPO3440","20-beta-hydroxysteroid dehydrogenase, putative","SPO_RS17415",1
"SPO3441",0.5602,"SPO3441","hypothetical protein","SPO_RS17420",1
"SPO3442",0.295,"SPO3442","PmbA","SPO_RS17425",0.972500981266726
"SPO3443",0.1954,"SPO3443","inositol monophosphatase family protein","SPO_RS17430",0.829057752808989
"SPO3446",0.4088,"SPO3446","thiol:disulfide interchange protein, DsbA family","SPO_RS17445",1
"SPO3448",1.0058,"mutY","A/G-specific adenine glycosylase","SPO_RS17455",1
"SPO3449",0.9472,"SPO3449","fatty acid desaturase family protein","SPO_RS17460",1
"SPO3450",1.008,"SPO3450","adenylate/guanylate cyclase","SPO_RS17465",1
"SPO3452",1.3418,"rnhB","ribonuclease HII","SPO_RS17475",1
"SPO3452a",0.6552,"SPO3452a","hypothetical protein","SPO_RS17480",1
"SPO3453",0.9952,"SPO3453","hypothetical protein","",1
"SPO3454",0.2756,"SPO3454","hypothetical protein","SPO_RS17490",0.96382331838565
"SPO3455",0.7158,"SPO3455","adenylate/guanylate cyclase","SPO_RS17500",1
"SPO3456",0.8258,"SPO3456","flagellar protein, putative","SPO_RS17505",1
"SPO3457",0.957,"SPO3457","flagellin synthesis repressor protein FlbT, putative","SPO_RS17510",1
"SPO3459",0.6136,"SPO3459","flagellin protein","SPO_RS17520",1
"SPO3460",0.7554,"SPO3460","hypothetical protein","SPO_RS17525",1
"SPO3461",0.7188,"SPO3461","flagellar protein FlgJ, putative","SPO_RS17530",1
"SPO3462",0.7294,"SPO3462","flagellar hook-length control protein","",1
"SPO3463",0.793,"flgD","basal-body rod modification protein FlgD","SPO_RS17540",1
"SPO3464",0.0276,"SPO3464","hypothetical protein","SPO_RS17545",0.222776113360324
"SPO3465",0.1668,"SPO3465","hypothetical protein","SPO_RS17550",0.753046943765281
"SPO3466",0.6974,"potI","putrescine ABC transporter, permease protein","SPO_RS17555",1
"SPO3467",0.6642,"potH","putrescine ABC transporter, permease protein","SPO_RS17560",1
"SPO3468",0.809,"potG","putrescine ABC transporter, ATP-binding protein","SPO_RS17565",1
"SPO3469",0.9946,"potF","putrescine ABC transporter, periplasmic putrescine-binding protein","SPO_RS17570",1
"SPO3470",0.816,"SPO3470","transcriptional regulator, GntR family","SPO_RS17575",1
"SPO3471",0.0274,"SPO3471","aminotransferase, class III","SPO_RS17580",0.222776113360324
"SPO3472",1.0032,"SPO3472","polyamine ABC transporter, ATP-binding protein","SPO_RS17585",1
"SPO3473",1.0004,"SPO3473","polyamine ABC transporter, periplasmic polyamine-binding protein","SPO_RS17590",1
"SPO3474",0.6542,"SPO3474","polyamine ABC transporter, permease protein","SPO_RS17595",1
"SPO3475",1.0006,"SPO3475","polyamine ABC transporter, permease protein","SPO_RS17600",1
"SPO3476",0,"SPO3476","hypothetical protein","SPO_RS17605",0
"SPO3477",0.9438,"SPO3477","hypothetical protein","SPO_RS17610",1
"SPO3478",0.2568,"glcD","glycolate oxidase, GlcD subunit","SPO_RS17615",0.947541246290801
"SPO3479",0.3792,"glcE","glycolate oxidase, GlcE subunit","SPO_RS17620",1
"SPO3480",0.2628,"glcF","glycolate oxidase, iron-sulfur subunit","SPO_RS17625",0.948700293255132
"SPO3481",0.6808,"SPO3481","hypothetical protein","SPO_RS17630",1
"SPO3482",0.116,"SPO3482","trypsin domain protein","SPO_RS17635",0.613736389684814
"SPO3483",0.9432,"SPO3483","hypothetical protein","SPO_RS17640",1
"SPO3484",1.0194,"SPO3484","heat shock protein, Hsp20 family","SPO_RS17645",1
"SPO3485",0.8414,"SPO3485","hypothetical protein","SPO_RS17650",1
"SPO3486",0.9732,"SPO3486","hypothetical protein","SPO_RS17655",1
"SPO3487",1.057,"SPO3487","hypothetical protein","SPO_RS17660",1
"SPO3488",1.012,"SPO3488","peptidoglycan binding domain protein","SPO_RS17665",1
"SPO3489",2,"pheT","phenylalanyl-tRNA synthetase, beta subunit","SPO_RS17670",1
"SPO3490",0,"SPO3490","transcriptional regulator, LysR family","SPO_RS17675",0
"SPO3491",0.4074,"SPO3491","methyltransferase, UbiE/COQ5 family","SPO_RS17680",1
"SPO3492",0.5314,"SPO3492","hypothetical protein","SPO_RS17685",1
"SPO3493",0,"SPO3493","transporter, putative","SPO_RS17690",0
"SPO3494",0.3554,"SPO3494","glutathione S-transferase family protein","SPO_RS17695",1
"SPO3495",0.3154,"mscL","large conductance mechanosensitive channel protein","SPO_RS17700",0.999804463519313
"SPO3496",0.482,"SPO3496","mechanosensitive ion channel family protein","SPO_RS17705",1
"SPO3498",0.2326,"tuf-2","translation elongation factor Tu","SPO_RS17715",0.893690644490645
"SPO3498a",0.887,"SPO3498a","hypothetical protein","SPO_RS17720",1
"SPO3502",0.094,"SPO3502","hypothetical protein","SPO_RS17740",0.534064615384615
"SPO3503",0.9972,"SPO3503","hypothetical protein","SPO_RS17745",1
"SPO3504",1.16,"SPO3504","hypothetical protein","SPO_RS17750",1
"SPO3505",1.0048,"SPO3505","hypothetical protein","SPO_RS17755",1
"SPO3506",0.4798,"SPO3506","DNA-binding protein, putative","SPO_RS17760",1
"SPO3511",0.9856,"SPO3511","hypothetical protein","SPO_RS17785",1
"SPO3512",0.6324,"SPO3512","hypothetical protein","SPO_RS17790",1
"SPO3513",0.4322,"rplA","ribosomal protein L1","SPO_RS17795",1
"SPO3515",0.8914,"SPO3515","hypothetical protein","SPO_RS22320",1
"SPO3516",0.6882,"nusG","transcription termination/antitermination factor NusG","SPO_RS17815",1
"SPO3518",0.8476,"SPO3518","hypothetical protein","SPO_RS17825",1
"SPO3519",0.6338,"ccoS","cytochrome oxidase maturation protein, cbb3-type","SPO_RS17830",1
"SPO3520",0.3806,"SPO3520","copper-translocating P-type ATPase","SPO_RS17835",1
"SPO3521",0.4412,"SPO3521","fixH protein, putative","SPO_RS17840",1
"SPO3522",0.8242,"SPO3522","iron-sulfur-binding protein, RdxA/RdxB/FixG family","SPO_RS17845",1
"SPO3523",0.9524,"ccoP-1","cytochrome c oxidase, cbb3-type, subunit III","SPO_RS17850",1
"SPO3524",0.0536,"ccoQ-1","cytochrome c oxidase, cbb3-type, subunit IV","SPO_RS17855",0.36724452690167
"SPO3525",1.0018,"ccoO-1","cytochrome c oxidase, cbb3-type, subunit II","SPO_RS17860",1
"SPO3526",0.1422,"ccoN-1","cytochrome c oxidase, cbb3-type, subunit I","SPO_RS17865",0.686768421052632
"SPO3527",0,"SPO3527","universal stress protein family protein","SPO_RS17870",0
"SPO3528",1.1724,"SPO3528","hypothetical protein","SPO_RS17875",1
"SPO3529",1.0158,"glyA-3","serine hydroxymethyltransferase","SPO_RS17880",1
"SPO3530",1.0178,"SPO3530","transcriptional regulator, LysR family","SPO_RS17885",1
"SPO3531",0.184,"fnrL","transcriptional activator protein FnrL","SPO_RS17890",0.797549295774648
"SPO3532",0.1498,"hemN","oxygen-independent coproporphyrinogen III oxidase","SPO_RS17895",0.688073880597015
"SPO3533",0.3706,"SPO3533","translation elongation factor G, putative","SPO_RS17900",1
"SPO3534",0.3362,"yejF","putative microcin C transport system ATP-binding protein","SPO_RS17905",1
"SPO3535",0.296,"yejE","putative microcin C transport system permease protein","SPO_RS17910",0.974267379679144
"SPO3536",0.6262,"yejB","putative microcin C transport system permease protein","SPO_RS17915",1
"SPO3537",1.0124,"yejA","putative microcin C transport system substrate-binding protein","SPO_RS17920",1
"SPO3538",0.4412,"cycM","cytochrome c552","SPO_RS17925",1
"SPO3539",0,"SPO3539","prephenate dehydratase","SPO_RS17930",0
"SPO3540",0.9994,"SPO3540","hypothetical protein","SPO_RS17935",1
"SPO3541",0.031,"SPO3541","hydrolase, NUDIX family","SPO_RS17940",0.224037181996086
"SPO3542",0.4346,"SPO3542","2`,3`-cyclic-nucleotide 2`-phosphodiesterase, putative","SPO_RS17945",1
"SPO3543",0.6556,"SPO3543","hypothetical protein","SPO_RS17950",1
"SPO3544",0.3994,"SPO3544","allantoicase","SPO_RS17955",1
"SPO3545",0,"SPO3545","transcriptional regulator, TetR family","SPO_RS17960",0
"SPO3546",0.7082,"SPO3546","zinc metallopeptidase, putative","SPO_RS17965",1
"SPO3547",1.0178,"SPO3547","hypothetical protein","SPO_RS17970",1
"SPO3548",0.0888,"SPO3548","hypothetical protein","SPO_RS17975",0.514361502347418
"SPO3549",0.1984,"SPO3549","hypothetical protein","",0.829057752808989
"SPO3550",0.6696,"dnaX","DNA polymerase III, gamma and tau subunits","SPO_RS17985",1
"SPO3551",1.0048,"SPO3551","acetyltransferase, GNAT family","SPO_RS17990",1
"SPO3552",0.2742,"SPO3552","oxidoreductase, FAD-binding protein","SPO_RS17995",0.96382331838565
"SPO3553",0.974,"SPO3553","hypothetical protein","SPO_RS18000",1
"SPO3554",0,"SPO3554","hypothetical protein","SPO_RS18005",0
"SPO3555",0.9982,"SPO3555","transglycosylase, Slt family","SPO_RS18010",1
"SPO3557",0.9798,"soeC","Sulfite dehydrogenase subunit SoeC%3B transmembrane sulfate transporter","SPO_RS18020",1
"SPO3558",0,"soeB","Sulfite dehydrogenase iron-sulfur cluster-binding subunit SoeB%3B cytosolic protein","SPO_RS18025",0
"SPO3559",0,"soeA","Sulfite dehydrogenase molybdopterin cofactor-binding subunit SoeA%3B cytosolic protein","SPO_RS18030",0
"SPO3560",1.065,"pta","phosphate acetyltransferase","SPO_RS18035",1
"SPO3561",0.0264,"xsc","sulfoacetaldehyde acetyltransferase","SPO_RS18040",0.222776113360324
"SPO3562",0.1676,"tauR","Taurine transcriptional regulator","SPO_RS18045",0.755734798534799
"SPO3563",0.9988,"SPO3563","transcriptional regulator, ArsR family","SPO_RS18050",1
"SPO3564",0.4302,"SPO3564","permease, putative","SPO_RS18055",1
"SPO3565",1.0068,"SPO3565","hypothetical protein","SPO_RS18060",1
"SPO3566",0.9238,"SPO3566","hypothetical protein","SPO_RS18065",1
"SPO3567",0.9918,"SPO3567","ribonuclease T2 family protein","SPO_RS18070",1
"SPO3568",0.9924,"SPO3568","hypothetical protein","SPO_RS18075",1
"SPO3569",0.0242,"recR","recombination protein RecR","SPO_RS18080",0.222776113360324
"SPO3570",0,"SPO3570","putative protein TIGR00103","SPO_RS18085",0
"SPO3571",0.9942,"SPO3571","transcriptional regulator, AraC family","SPO_RS18090",1
"SPO3572",0.5454,"SPO3572","isochorismatase family protein","SPO_RS18095",1
"SPO3573",0.4494,"SPO3573","NADPH-dependent FMN reductase domain protein","SPO_RS18100",1
"SPO3574",0.489,"SPO3574","hypothetical protein","SPO_RS18105",1
"SPO3575",1.0608,"SPO3575","transcriptional regulator, MerR family","SPO_RS18110",1
"SPO3576",0.9966,"SPO3576","OmpA domain protein","SPO_RS18115",1
"SPO3577",0.8282,"SPO3577","hypothetical protein","SPO_RS18120",1
"SPO3578",0.1984,"SPO3578","ADA regulatory protein","SPO_RS18125",0.829057752808989
"SPO3579",0.9986,"SPO3579","transcriptional regulator, MarR family","SPO_RS18130",1
"SPO3580",0.477,"SPO3580","isochorismatase family protein","SPO_RS18135",1
"SPO3581",0.976,"nth","endonuclease III","SPO_RS18140",1
"SPO3582",0,"SPO3582","kinase, pfkB family","SPO_RS18145",0
"SPO3583",0.283,"pecS","transcriptional regulator PecS","SPO_RS18150",0.96382331838565
