"spo","pval","gene","funct","NCBI","padj"
"SPO3701",0.9926,"boxB","benzoyl-CoA oxygenase, B subunit","SPO_RS18775",1
"SPO3702",0.9838,"SPO3702","hypothetical protein","SPO_RS23135",1
"SPO3703",0.686,"boxA","benzoyl-CoA oxygenase, A subunit","SPO_RS18785",1
"SPO3704",0.483,"SPO3704","DNA-binding/shikimate kinase domain protein","SPO_RS18790",1
"SPO3705",0.433,"SPO3705","branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein","SPO_RS18795",1
"SPO3706",0.551,"SPO3706","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS18800",1
"SPO3707",0.8326,"SPO3707","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS18805",1
"SPO3708",0.265,"SPO3708","branched-chain amino acid ABC transporter, permease protein","SPO_RS18810",1
"SPO3709",0.4778,"SPO3709","branched-chain amino acid ABC transporter, permease protein","SPO_RS18815",1
"SPO3710",0.3342,"SPO3710","hypothetical protein","SPO_RS18820",1
"SPO3711",0.4012,"SPO3711","hypothetical protein","SPO_RS18825",1
"SPO3713",1.0074,"SPO3713","hypothetical protein","SPO_RS18845",1
"SPO3714",0.0276,"SPO3714","hypothetical protein","SPO_RS18850",0.333809659090909
"SPO3715",0.9972,"SPO3715","carbonic anhydrase, putative","SPO_RS18855",1
"SPO3716",0.561,"SPO3716","hypothetical protein","SPO_RS18860",1
"SPO3717",0.6806,"SPO3717","cytosol aminopeptidase family protein","SPO_RS18865",1
"SPO3718",0.989,"SPO3718","NLP/P60 family protein","SPO_RS18870",1
"SPO3719",0.6006,"SPO3719","thiosulfate sulfurtransferase, putative","SPO_RS18875",1
"SPO3720",0.9852,"tyrB","aromatic amino acid aminotransferase","SPO_RS18880",1
"SPO3721",0.9948,"SPO3721","hypothetical protein","SPO_RS18885",1
"SPO3722",0.5422,"SPO3722","Rrf2 family protein","SPO_RS18890",1
"SPO3723",1.0876,"amt-2","ammonium transporter","SPO_RS18895",1
"SPO3724",0.3676,"glnB-2","nitrogen regulatory protein P-II","SPO_RS18900",1
"SPO3725",0.5438,"SPO3725","penicillin-binding protein, 1A family","SPO_RS18905",1
"SPO3726",0.9986,"SPO3726","toluene tolerance family protein","SPO_RS18910",1
"SPO3727",0,"SPO3727","VacJ lipoprotein, putative","SPO_RS18915",0
"SPO3728",0.9932,"SPO3728","type I secretion system ATPase","SPO_RS18920",1
"SPO3729",0.1434,"SPO3729","type I secretion membrane fusion protein, HlyD family","SPO_RS18925",0.858837837837838
"SPO3730",0,"SPO3730","endoribonuclease L-PSP family protein","SPO_RS18930",0
"SPO3731",0.9758,"SPO3731","glycerophosphoryl diester phosphodiesterase, putative","SPO_RS18935",1
"SPO3732",0.168,"SPO3732","hypothetical protein","SPO_RS18940",0.941665151515152
"SPO3733",0.8282,"phhB","4a-hydroxytetrahydrobiopterin dehydratase","SPO_RS18945",1
"SPO3734",0.7902,"SPO3734","transcriptional regulator, MerR family","SPO_RS18950",1
"SPO3735",0.8222,"SPO3735","major facilitator family protein","SPO_RS18955",1
"SPO3736",0.733,"SPO3736","antioxidant, AhpC/Tsa family","SPO_RS18960",1
"SPO3738",0.1868,"SPO3738","methyltransferase, putative","SPO_RS18970",0.991704022988506
"SPO3739",1.2988,"SPO3739","hydantoinase/oxoprolinase family protein","SPO_RS18975",1
"SPO3740",0.0946,"msrA-2","methionine-S-sulfoxide reductase","SPO_RS18980",0.739
"SPO3741",0.9952,"msrB","methionine-R-sulfoxide reductase","SPO_RS18985",1
"SPO3742",0.7054,"SPO3742","glutathione peroxidase family protein","SPO_RS18990",1
"SPO3743",0.9044,"SPO3743","hypothetical protein","SPO_RS18995",1
"SPO3744",0.2274,"hup","DNA-binding protein HU","SPO_RS19000",1
"SPO3745",NA,"amn","AMP nucleosidase","SPO_RS19005",NA
"SPO3746",0.5812,"ade","adenine deaminase","SPO_RS19010",1
"SPO3747",0.402,"SPO3747","hypothetical protein","SPO_RS19015",1
"SPO3748",0.8842,"SPO3748","transcriptional regulator, LysR family","SPO_RS19020",1
"SPO3749",0.8272,"SPO3749","class II aldolase/adducin N-terminal domain protein","SPO_RS19025",1
"SPO3750",0.5422,"SPO3750","hypothetical protein","SPO_RS19030",1
"SPO3751",0.912,"exsB","ExsB","SPO_RS19035",1
"SPO3752",0.4286,"SPO3752","radical SAM domain protein","SPO_RS19045",1
"SPO3753",0.0312,"queF","NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)","SPO_RS19050",0.333809659090909
"SPO3754",0.5942,"SPO3754","hypothetical protein","SPO_RS19055",1
"SPO3755",0.159,"SPO3755","hypothetical protein","SPO_RS19060",0.910860465116279
"SPO3756",0.9926,"SPO3756","OmpA domain protein","SPO_RS19065",1
"SPO3757",1.16,"SPO3757","alkylhydroperoxidase AhpD family core domain protein","SPO_RS19070",1
"SPO3758",0.0292,"SPO3758","acetyltransferase, GNAT family","SPO_RS19075",0.333809659090909
"SPO3759",0,"SPO3759","molybdenum cofactor biosynthesis domain protein","SPO_RS19080",0
"SPO3760",0.5734,"sfsA","sugar fermentation stimulation protein A","SPO_RS19085",1
"SPO3762",0.9902,"SPO3762","HAD-superfamily hydrolase, subfamily IA, variant 1","SPO_RS19095",1
"SPO3763",0.9846,"SPO3763","iron-sulfur cluster-binding protein","SPO_RS19100",1
"SPO3765",0.2808,"SPO3765","hypothetical protein","SPO_RS19110",1
"SPO3766",0.2502,"mtgA","monofunctional biosynthetic peptidoglycan transglycosylase","SPO_RS19115",1
"SPO3767",0.0348,"SPO3767","hypothetical protein","SPO_RS22330",0.353258241758242
"SPO3768",0,"gltB","glutamate synthase, large subunit","SPO_RS19125",0
"SPO3769",0,"SPO3769","hypothetical protein","SPO_RS19130",0
"SPO3770",0.0304,"gltD","glutamate synthase, small subunit","SPO_RS19135",0.333809659090909
"SPO3771",2,"uppP","Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)","SPO_RS19140",1
"SPO3772",1.0014,"SPO3772","NADH ubiquinone oxidoreductase, putative","SPO_RS19145",1
"SPO3774",0.3996,"SPO3774","oligopeptide/dipeptide ABC transporter, periplasmic substrate-binding protein","SPO_RS19155",1
"SPO3775",0.7164,"SPO3775","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS19160",1
"SPO3776",0.2642,"SPO3776","oligopeptide/dipeptide ABC transporter, permease protein","SPO_RS19165",1
"SPO3777",1.012,"SPO3777","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS19170",1
"SPO3778",0.1456,"SPO3778","oligopeptide/dipeptide ABC transporter, ATP-binding protein","SPO_RS19175",0.858837837837838
"SPO3779",0.8524,"SPO3779","transcriptional regulator, LysR family","SPO_RS19180",1
"SPO3780",0.942,"SPO3780","hypothetical protein","SPO_RS19185",1
"SPO3781",0.8872,"SPO3781","hypothetical protein","SPO_RS19190",1
"SPO3782",0.9448,"SPO3782","hypothetical protein","SPO_RS19195",1
"SPO3783",0.3156,"SPO3783","sugar ABC transporter, ATP-binding protein","SPO_RS19200",1
"SPO3784",0.6874,"SPO3784","sugar ABC transporter, ATP-binding protein","SPO_RS19205",1
"SPO3785",1.1708,"SPO3785","sugar ABC transporter, permease protein","SPO_RS19210",1
"SPO3786",0.3636,"SPO3786","sugar ABC transporter, permease protein","SPO_RS19215",1
"SPO3787",0.4534,"SPO3787","sugar ABC transporter, periplasmic sugar-binding protein","SPO_RS19220",1
"SPO3788",0.9656,"acoR","acetoin catabolism regulatory protein","SPO_RS19225",1
"SPO3789",0.1404,"SPO3789","4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein","SPO_RS19230",0.858837837837838
"SPO3790",1.0984,"acoC","acetoin dehydrogenase complex, E2 component, dihydrolipoamide acetyltransferase","SPO_RS19235",1
"SPO3791",0.4878,"acoB","acetoin dehydrogenase complex, E1 component, beta subunit","SPO_RS19240",1
"SPO3792",0.9812,"acoA","acetoin dehydrogenase complex, E1 component, alpha subunit","SPO_RS19245",1
"SPO3793",0.6784,"acoX","acetoin catabolism protein X","SPO_RS19250",1
"SPO3794",0.1186,"SPO3794","hypothetical protein","SPO_RS22635",0.819115887850467
"SPO3795",1.0092,"rpoN","RNA polymerase sigma-54 factor","SPO_RS19255",1
"SPO3802",0.267,"SPO3802","hypothetical protein","SPO_RS19290",1
"SPO3803",0.797,"SPO3803","transcriptional regulator, AraC family","SPO_RS19295",1
"SPO3804",1.5244,"dmdC","3-methylmercaptopropionyl-CoA dehydrogenase","SPO_RS19300",1
"SPO3805",1.434,"dmdD","Methylthioacryloyl-CoA hydratase","SPO_RS19305",1
"SPO3806",0.0284,"smpB","SsrA-binding protein","SPO_RS19310",0.333809659090909
"SPO3807",0.4964,"SPO3807","hypothetical protein","SPO_RS19315",1
"SPO3808",0.801,"SPO3808","hypothetical protein","",1
"SPO3809",0.7788,"SPO3809","transcriptional regulator, ArsR family","",1
"SPO3810",0.0306,"gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","SPO_RS19335",0.333809659090909
"SPO3811",0.994,"SPO3811","hypothetical protein","SPO_RS19340",1
"SPO3812",0.0278,"SPO3812","carboxyl-terminal protease family protein","SPO_RS19345",0.333809659090909
"SPO3813",0.5412,"SPO3813","hypothetical protein","SPO_RS19350",1
"SPO3814",1,"SPO3814","hypothetical protein","SPO_RS19355",1
"SPO3815",0.9926,"SPO3815","ABC transporter, permease protein","SPO_RS19360",1
"SPO3816",0.9886,"SPO3816","CAAX amino terminal protease family protein","SPO_RS19365",1
"SPO3817",0.678,"accD","acetyl-CoA carboxylase, carboxyl transferase, beta subunit","SPO_RS19370",1
"SPO3819",0.7096,"SPO3819","ATPase, AFG1 family","SPO_RS19380",1
"SPO3820",0.983,"SPO3820","transmembrane transporter, major facilitator family","SPO_RS19385",1
"SPO3821",0,"SPO3821","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS19390",0
"SPO3822",1.0026,"SPO3822","HAD-superfamily hydrolase, subfamily IA, variant 1 family protein","SPO_RS19395",1
"SPO3827",1.1632,"SPO3827","YaiI/YqxD family protein","SPO_RS19420",1
"SPO3828",1.0056,"sthA","soluble pyridine nucleotide transhydrogenase","SPO_RS19425",1
"SPO3829",0.983,"SPO3829","S-formylglutathione hydrolase, putative","SPO_RS19430",1
"SPO3830",1.0032,"pepT","peptidase T","SPO_RS19435",1
"SPO3831",0.9992,"SPO3831","hydrolase, alpha/beta fold family","SPO_RS19440",1
"SPO3832",0.0928,"SPO3832","ornithine cyclodeaminase/mu-crystallin family protein","SPO_RS19445",0.726474576271186
"SPO3833",0,"SPO3833","ATP-dependent RNA helicase, DEAD/DEAH box family","SPO_RS19450",0
"SPO3835",0.1728,"rbfA","ribosome-binding factor A","SPO_RS19460",0.949516320474777
"SPO3836",1.015,"SPO3836","hypothetical protein","SPO_RS19465",1
"SPO3837",0.366,"truB","tRNA pseudouridine synthase B","SPO_RS19470",1
"SPO3838",0.6952,"SPO3838","hypothetical protein","SPO_RS19475",1
"SPO3839",1.1638,"SPO3839","type I secretion target repeat protein","SPO_RS19480",1
"SPO3840",0.1442,"rpsO","ribosomal protein S15","SPO_RS19485",0.858837837837838
"SPO3841",0.3288,"SPO3841","transcriptional regulator, TetR family","SPO_RS19490",1
"SPO3842",0.0272,"SPO3842","hypothetical protein","SPO_RS19495",0.333809659090909
"SPO3843",0.0786,"SPO3843","malonate transporter, putative","SPO_RS19500",0.699824096385542
"SPO3844",0.6742,"polA","DNA polymerase I","SPO_RS19505",1
"SPO3845",0.2558,"SPO3845","hypothetical protein","",1
"SPO3846",1.1982,"SPO3846","hypothetical protein","SPO_RS19515",1
"SPO3847",0.7356,"SPO3847","ABC transporter, ATP-binding protein","SPO_RS19520",1
"SPO3848",1.003,"SPO3848","sterol desaturase family protein","SPO_RS19525",1
"SPO3849",0.7148,"SPO3849","hypothetical protein","SPO_RS19530",1
"SPO3850",0.9842,"SPO3850","glutathione-dependent formaldehyde dehydrogenase","SPO_RS19540",1
"SPO3851",0.9938,"SPO3851","HemY domain protein","SPO_RS19545",1
"SPO3852",0.732,"SPO3852","hypothetical protein","SPO_RS19550",1
"SPO3853",0.1472,"SPO3853","uroporphyrinogen-III synthase, putative","SPO_RS19555",0.861588419405321
"SPO3854",0.9884,"SPO3854","O-sialoglycoprotein endopeptidase, putative","SPO_RS19560",1
"SPO3855",0,"gpsA","glycerol-3-phosphate dehydrogenase (NAD(P)+)","SPO_RS19565",0
"SPO3856",1.0082,"SPO3856","YCII-related domain protein","SPO_RS19570",1
"SPO3857",0.9828,"SPO3857","hypothetical protein","SPO_RS19575",1
"SPO3858",0.9986,"SPO3858","hypothetical protein","SPO_RS19580",1
"SPO3859",0.9936,"SPO3859","hypothetical protein","SPO_RS19585",1
"SPO3860",0.996,"SPO3860","hypothetical protein","",1
"SPO3861",1.101,"ahcY","adenosylhomocysteinase","SPO_RS19595",1
"SPO3862",0.4766,"SPO3862","lipoprotein, putative","SPO_RS19600",1
"SPO3863",0.9898,"SPO3863","HD domain protein","SPO_RS19605",1
"SPO3864",0.9806,"SPO3864","hypothetical protein","SPO_RS19610",1
"SPO3865",0,"regA","photosynthetic apparatus regulatory protein RegA","SPO_RS19615",0
"SPO3866",0.9326,"senC","regulatory protein SenC","SPO_RS19620",1
"SPO3867",0,"regB","sensor histidine kinase RegB","SPO_RS19625",0
"SPO3868",0.7248,"SPO3868","hypothetical protein","SPO_RS19630",1
"SPO3869",1.4038,"SPO3869","putative protein TIGR00150","SPO_RS19635",1
"SPO3870",0.7912,"SPO3870","hypothetical protein","SPO_RS19640",1
"SPO3871",0.0546,"SPO3871","nucleotidyltransferase family protein","SPO_RS19645",0.535137931034483
"SPO3872",0.0304,"SPO3872","hypothetical protein","SPO_RS19650",0.333809659090909
"SPO3873",0,"SPO3873","ATP-dependent DNA helicase, UvrD/Rep family","SPO_RS19655",0
"SPO3874",0.0336,"trx","thioredoxin","SPO_RS19660",0.34201652892562
"SPO3875",0.3472,"SPO3875","hypothetical protein","SPO_RS19665",1
"SPO3876",0.8984,"SPO3876","hypothetical protein","SPO_RS19670",1
"SPO3877",0,"SPO3877","transcriptional regulator/arsenate reductase","SPO_RS19675",0
"SPO3878",0.9972,"gap-4","glyceraldehyde-3-phosphate dehydrogenase, type I","SPO_RS19680",1
"SPO3879",1.5922,"SPO3879","hypothetical protein","SPO_RS19685",1
"SPO3880",0.9936,"hslV","ATP-dependent protease hslV","SPO_RS19695",1
"SPO3881",0.9096,"SPO3881","twin-arginine translocation pathway signal sequence domain protein, putative","SPO_RS19700",1
"SPO3882",1.003,"hslU","ATP-dependent hsl protease, ATP-binding subunit HslU","SPO_RS19705",1
"SPO3883",1.0046,"SPO3883","lipoprotein, putative","SPO_RS19710",1
"SPO3884",0.991,"SPO3884","smr domain protein","SPO_RS19715",1
"SPO3885",2,"SPO3885","MltA/3D domain protein","SPO_RS19720",1
"SPO3886",0.5904,"SPO3886","transporter, Tim44 family","SPO_RS19725",1
"SPO3887",1.1664,"fxsA","FxsA","SPO_RS19730",1
"SPO3888",0.449,"secB","protein-export protein SecB","SPO_RS19735",1
"SPO3889",0.8528,"dnaQ","DNA polymerase III, epsilon subunit","SPO_RS19740",1
"SPO3890",0.0278,"coaE","dephospho-CoA kinase","SPO_RS19745",0.333809659090909
"SPO3891",2,"aroE","shikimate 5-dehydrogenase","SPO_RS19750",1
"SPO3892",0.9814,"maf-1","Maf","SPO_RS19755",1
"SPO3894",0.3296,"rho","transcription termination factor Rho","SPO_RS19765",1
"SPO3895",0.3436,"trmE","tRNA modification GTPase TrmE","SPO_RS19770",1
"SPO3896",0.5996,"SPO3896","transcriptional regulator, TetR family","SPO_RS08785",1
"SPO3897",0.81,"SPO3897","site-specific recombinase, resolvase family","SPO_RS22495",1
"SPO3898",0.9956,"SPO3898","DNA-binding protein, putative","SPO_RS22515",1
"SPO3899",0.5946,"SPO3899","hypothetical protein","SPO_RS13895",1
"SPO3900",0.9908,"SPO3900","thermonuclease family protein","SPO_RS22270",1
"SPO3901",0.1428,"SPO3901","carbon monoxide dehydrogenase G protein, putative","SPO_RS18460",0.858837837837838
"SPO3902",0.23,"SPO3902","transglycosylase domain protein","SPO_RS22620",1
"SPO3903",0.769,"SPO3903","6-pyruvoyl tetrahydropterin synthase, putative","SPO_RS19040",1
"SPO3904",0.1956,"SPO3904","Heat shock protein","SPO_RS15160",0.999252299605782
"SPOA0001",0.428,"SPOA0001","hypothetical protein","SPO_RS19785",1
"SPOA0002",0,"miaB","(dimethylallyl)adenosine tRNA methylthiotransferase","SPO_RS19790",0
"SPOA0003",0.7856,"SPOA0003","hypothetical protein","",1
"SPOA0004",0.3474,"SPOA0004","OmpA family protein","SPO_RS19800",1
"SPOA0005",0.1996,"SPOA0005","lipoprotein","SPO_RS19805",0.999252299605782
"SPOA0006",0.1222,"SPOA0006","PhoH family protein","SPO_RS19810",0.819326086956522
"SPOA0007",0.0708,"SPOA0007","hypothetical protein","SPO_RS19815",0.63651094890511
"SPOA0008",0.6564,"ybeY","Endoribonuclease YbeY (EC 3.1.-.-)","SPO_RS19820",1
"SPOA0012",0.1412,"SPOA0012","DNA topology modulation kinase FlaR","SPO_RS19840",0.858837837837838
"SPOA0013",0.5866,"SPOA0013","hypothetical protein","SPO_RS19845",1
"SPOA0014",0.111,"trmB","tRNA (guanine-N(7)-)-methyltransferase","SPO_RS19850",0.819115887850467
"SPOA0017",0.1422,"cmk","cytidylate kinase","SPO_RS19860",0.858837837837838
"SPOA0018",0.7374,"SPOA0018","hypothetical protein","SPO_RS19865",1
"SPOA0019",0.345,"SPOA0019","hypothetical protein","SPO_RS19870",1
"SPOA0020",0.7672,"SPOA0020","alanine racemase","SPO_RS19875",1
"SPOA0021",0.1434,"SPOA0021","oxidoreductase, FAD-binding","SPO_RS19880",0.858837837837838
"SPOA0022",0.1184,"SPOA0022","cytochrome c5","SPO_RS19885",0.819115887850467
"SPOA0023",0.4182,"SPOA0023","TetR family transcriptional regulator","SPO_RS19890",1
"SPOA0024",0.281,"SPOA0024","2-oxo-hepta-3-ene-1,7-dioic acid hydratase","SPO_RS19895",1
"SPOA0025",0.8198,"SPOA0025","fumarylacetoacetate hydrolase family protein","SPO_RS19900",1
"SPOA0026",0.14,"hpcB","3,4-dihydroxyphenylacetate 2,3-dioxygenase","SPO_RS19905",0.858837837837838
"SPOA0027",0.3462,"hpcC","5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase","SPO_RS19910",1
"SPOA0028",0.9828,"nqrA","Na(+)-translocating NADH-quinone reductase subunit A","SPO_RS19915",1
"SPOA0029",0.9998,"nqrB","Na(+)-translocating NADH-quinone reductase subunit B","SPO_RS19920",1
"SPOA0030",0,"nqrC","Na(+)-translocating NADH-quinone reductase subunit C","SPO_RS19925",0
"SPOA0031",0.9954,"nqrD","Na(+)-translocating NADH-quinone reductase subunit D","SPO_RS19930",1
"SPOA0032",0.9698,"nqrE","Na(+)-translocating NADH-quinone reductase subunit E","SPO_RS19935",1
"SPOA0033",0.991,"nqrF","Na(+)-translocating NADH-quinone reductase subunit F","SPO_RS19940",1
"SPOA0034",0.9852,"SPOA0034","CBS domain-containing protein","SPO_RS19945",1
"SPOA0035",0.9978,"SPOA0035","hypothetical protein","",1
"SPOA0036",0,"apbE","thiamin biosynthesis lipoprotein ApbE","SPO_RS19955",0
"SPOA0037",0.2828,"SPOA0037","hypothetical protein","SPO_RS19960",1
"SPOA0038",0.9884,"SPOA0038","LuxR family transcriptional regulator","SPO_RS19965",1
"SPOA0039",1.0034,"SPOA0039","hypothetical protein","SPO_RS19970",1
"SPOA0040",1.0258,"SPOA0040","crcB family protein","SPO_RS19975",1
"SPOA0041",0.2164,"crcB","Putative fluoride ion transporter CrcB","SPO_RS19980",1
"SPOA0042",0.652,"SPOA0042","BKACE; β-keto acid cleavage enzyme group G4 (pca degradation)","SPO_RS19985",1
"SPOA0043",0.8012,"pcaG","protocatechuate 3,4-dioxygenase alpha subunit","SPO_RS19990",1
"SPOA0044",0.2854,"pcaH","protocatechuate 3,4-dioxygenase subunit beta","SPO_RS19995",1
"SPOA0045",0.1652,"pcaC","4-carboxymuconolactone decarboxylase","SPO_RS20000",0.933354740061162
"SPOA0046",0.8298,"pobA","4-hydroxybenzoate 3-monooxygenase","SPO_RS20005",1
"SPOA0047",0.7572,"pcaQ","pca operon transcriptional activator PcaQ","SPO_RS20010",1
"SPOA0048",0.936,"SPOA0048","hypothetical protein","SPO_RS20015",1
"SPOA0049",0.2946,"nosR","nitrous-oxide reductase transcriptional activator NosR","SPO_RS20020",1
"SPOA0050",0.1186,"nosZ","nitrous-oxide reductase","SPO_RS20025",0.819115887850467
"SPOA0051",0.0862,"nosD","nitrous oxide maturation protein NosD","SPO_RS20030",0.707146551724138
"SPOA0052",0.1352,"nosF","ABC transporter, ATP-binding protein NosF","SPO_RS20035",0.858837837837838
"SPOA0053",0.9898,"nosY","nitrous oxide maturation protein NosY","SPO_RS20040",1
"SPOA0054",0.5398,"nosL","nitrous oxide reductase accessory protein","SPO_RS20045",1
"SPOA0055",0.9844,"SPOA0055","cytochrome c family protein","SPO_RS20050",1
"SPOA0056",0.6326,"SPOA0056","DNA-binding protein","SPO_RS20055",1
"SPOA0057",0.1692,"gcvT","glycine cleavage system T protein","SPO_RS20060",0.942363909774436
"SPOA0058",0.1936,"gcvH-2","glycine cleavage system protein H","SPO_RS20065",0.999252299605782
"SPOA0059",0.7782,"gcvP","glycine dehydrogenase","SPO_RS20070",1
"SPOA0060",0.9158,"SPOA0060","AraC family transcriptional regulator","SPO_RS20075",1
"SPOA0061",0.2554,"katG","catalase/peroxidase HPI","SPO_RS20080",1
"SPOA0062",0.9856,"SPOA0062","aspartate racemase","SPO_RS20085",1
"SPOA0063",0.3412,"SPOA0063","FAD-dependent oxidoreductase","SPO_RS20090",1
"SPOA0064",0.8284,"SPOA0064","NG,NG-dimethylarginine dimethylaminohydrolase","SPO_RS20095",1
"SPOA0065",1.0062,"SPOA0065","hypothetical protein","SPO_RS20100",1
"SPOA0066",0.6272,"SPOA0066","aspartate aminotransferase","SPO_RS20105",1
"SPOA0067",0.0296,"SPOA0067","TetR family transcriptional regulator","SPO_RS20110",0.333809659090909
"SPOA0068",1.0092,"SPOA0068","polar amino acid ABC transporter ATP-binding protein","SPO_RS20115",1
"SPOA0069",0.4314,"SPOA0069","polar amino acid ABC transporter periplasmic substrate-binding protein","SPO_RS20120",1
"SPOA0070",0.6286,"SPOA0070","polar amino acid ABC transporter permease","SPO_RS20125",1
"SPOA0071",0.5196,"SPOA0071","polar amino acid ABC transporter permease","SPO_RS20130",1
"SPOA0072",1.069,"SPOA0072","hypothetical protein","SPO_RS20135",1
"SPOA0073",0.0282,"arsC-2","arsenate reductase","SPO_RS20140",0.333809659090909
"SPOA0074",0.8312,"SPOA0074","hypothetical protein","SPO_RS20145",1
"SPOA0075",0.9886,"SPOA0075","hypothetical protein","SPO_RS20150",1
"SPOA0076",0.2668,"SPOA0076","carbon-nitrogen family hydrolase","SPO_RS20155",1
"SPOA0078",0.12,"maf-2","maf protein","SPO_RS20165",0.819326086956522
"SPOA0079",0.2532,"SPOA0079","ribonuclease","SPO_RS20170",1
"SPOA0081",0.2898,"SPOA0081","hypothetical protein","SPO_RS20180",1
"SPOA0082",0.1666,"SPOA0082","hypothetical protein","SPO_RS20185",0.936966514459665
"SPOA0083",1.0856,"SPOA0083","hypothetical protein","SPO_RS20190",1
"SPOA0084",0.4638,"SPOA0084","hypothetical protein","SPO_RS20195",1
"SPOA0085",0.4582,"SPOA0085","DNA-binding protein","SPO_RS20200",1
"SPOA0086",0.371,"SPOA0086","hypothetical protein","SPO_RS20215",1
"SPOA0087",0.4162,"SPOA0087","phage integrase family site specific recombinase","SPO_RS20230",1
"SPOA0088",0,"SPOA0088","hypothetical protein","SPO_RS22660",0
"SPOA0089",0.7678,"SPOA0089","hypothetical protein","SPO_RS20245",1
"SPOA0090",0.999,"SPOA0090","ISSpo7, transposase","SPO_RS22665",1
"SPOA0091",0.06,"SPOA0091","IS3 family transposase orfA","SPO_RS20260",0.550124069478908
"SPOA0093",0.8638,"SPOA0093","FAD binding domain-containing protein","SPO_RS20280",1
"SPOA0094",1.0084,"SPOA0094","hypothetical protein","SPO_RS20285",1
"SPOA0095",0.7578,"SPOA0095","hypothetical protein","SPO_RS20290",1
"SPOA0096",0,"SPOA0096","histone deacetylase/AcuC/AphA family protein","SPO_RS20295",0
"SPOA0097",0.8738,"SPOA0097","branched-chain amino acid ABC transporter, permease protein","SPO_RS20300",1
"SPOA0098",0,"SPOA0098","branched-chain amino acid ABC transporter, permease protein","SPO_RS20305",0
"SPOA0099",0.6428,"SPOA0099","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS20310",1
"SPOA0100",0.6218,"SPOA0100","branched-chain amino acid ABC transporter, ATP-binding protein","SPO_RS20315",1
"SPOA0101",0.9954,"SPOA0101","branched-chain amino acid ABC transporter, periplasmic branched-chain amino acid-binding protein","SPO_RS20320",1
"SPOA0102",0.9802,"SPOA0102","LuxR family transcriptional regulator","SPO_RS20325",1
"SPOA0103",0.4416,"SPOA0103","hypothetical protein","",1
"SPOA0104",1.0074,"SPOA0104","aldehyde dehydrogenase","SPO_RS20335",1
"SPOA0105",0.2658,"SPOA0105","transcriptional regulator","SPO_RS20340",1
"SPOA0106",0.3872,"SPOA0106","hypothetical protein","SPO_RS20345",1
"SPOA0107",0.4756,"SPOA0107","LysR family transcriptional regulator","SPO_RS20350",1
"SPOA0108",0.753,"SPOA0108","hypothetical protein","SPO_RS20355",1
"SPOA0109",0.2876,"SPOA0109","hypothetical protein","SPO_RS20375",1
"SPOA0110",1.005,"SPOA0110","indolepyruvate oxidoreductase subunit B","SPO_RS20380",1
"SPOA0111",0.0298,"SPOA0111","indolepyruvate oxidoreductase, IorA subunit","SPO_RS20385",0.333809659090909
"SPOA0112",0,"feaB","phenylacetaldehyde dehydrogenase","SPO_RS20390",0
"SPOA0113",0.31,"SPOA0113","hypothetical protein","SPO_RS20395",1
"SPOA0114",1.0176,"SPOA0114","nitrilase family protein","SPO_RS20400",1
"SPOA0115",0.0888,"gtdA-2","gentisate 1,2-dioxygenase","SPO_RS20405",0.707146551724138
"SPOA0116",0.7112,"SPOA0116","fumarylacetoacetate hydrolase family protein","SPO_RS20410",1
"SPOA0117",0.4028,"SPOA0117","Asp/Glu/hydantoin racemase family protein","SPO_RS20415",1
"SPOA0118",0.2932,"SPOA0118","hypothetical protein","SPO_RS20420",1
"SPOA0119",0.176,"SPOA0119","hypothetical protein","SPO_RS20425",0.954948604992658
"SPOA0120",0.5724,"SPOA0120","hypothetical protein","SPO_RS20430",1
"SPOA0121",0.3064,"SPOA0121","sulfatase family protein","SPO_RS20435",1
"SPOA0122",0.0264,"SPOA0122","ISSpo9, transposase","SPO_RS20440",0.333809659090909
"SPOA0123",1.0042,"SPOA0123","hypothetical protein","",1
"SPOA0124",1.0024,"SPOA0124","hypothetical protein","SPO_RS20455",1
"SPOA0125",0.2544,"SPOA0125","hypothetical protein","SPO_RS20460",1
"SPOA0126",0.0562,"SPOA0126","short chain dehydrogenase/reductase family oxidoreductase","SPO_RS20465",0.540778645833333
"SPOA0127",0.9986,"SPOA0127","cyclase","SPO_RS20470",1
"SPOA0128",0.643,"SPOA0128","short chain dehydrogenase/reductase family oxidoreductase","SPO_RS20475",1
"SPOA0129",0.4224,"SPOA0129","hypothetical protein","SPO_RS20480",1
"SPOA0130",0.2018,"SPOA0130","AMP-binding protein","SPO_RS20485",0.999252299605782
