"spo","pval","gene","funct","NCBI","padj"
"SPO3320",0.3436,"SPO3320","hypothetical protein","SPO_RS16815",1
"SPO3321",1.0038,"SPO3321","hypothetical protein","SPO_RS16820",1
"SPO3322",0.8584,"SPO3322","hypothetical protein","SPO_RS16825",1
"SPO3323",0.9906,"SPO3323","hypothetical protein","SPO_RS16835",1
"SPO3324",1.0108,"SPO3324","hypothetical protein","SPO_RS16840",1
"SPO3325",0.4284,"SPO3325","hypothetical protein","SPO_RS16845",1
"SPO3326",0.7268,"SPO3326","hypothetical protein","SPO_RS16850",1
"SPO3327",0.1382,"SPO3327","creatinase","SPO_RS16855",0.874424960505529
"SPO3328",0.1776,"gabD-2","succinate-semialdehyde dehydrogenase","SPO_RS16860",0.960160583941606
"SPO3329",0.7804,"SPO3329","globin domain protein","SPO_RS16865",1
"SPO3330",2,"rnr","ribonuclease R","SPO_RS16870",1
"SPO3331",0.3942,"SPO3331","hypothetical protein","SPO_RS16875",1
"SPO3333",1.5268,"SPO3333","hypothetical protein","SPO_RS16885",1
"SPO3334",0.4164,"SPO3334","hypothetical protein","SPO_RS16890",1
"SPO3335",0.9298,"SPO3335","glutamine ABC transporter, periplasmic glutamine-binding protein","SPO_RS16895",1
"SPO3336",0.3338,"SPO3336","hypothetical protein","SPO_RS16900",1
"SPO3337",NA,"dapD","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","SPO_RS16905",NA
"SPO3338",0.1794,"bioB","biotin synthase","SPO_RS16910",0.966301749271137
"SPO3339",0.0804,"SPO3339","bioY family protein","SPO_RS16915",0.748260651629073
"SPO3340",0.115,"SPO3340","transcriptional regulator, GntR family","SPO_RS16920",0.839901923076923
"SPO3341",1.0074,"SPO3341","pyridoxal-phosphate dependent enzyme family protein","SPO_RS16925",1
"SPO3342",1.005,"SPO3342","decarboxylase family protein","SPO_RS16930",1
"SPO3343",0.3902,"SPO3343","hypothetical protein","",1
"SPO3344",0.8382,"SPO3344","Cys/Met metabolism PLP-dependent enzyme family protein","SPO_RS16940",1
"SPO3345",1.2662,"SPO3345","hypothetical protein","SPO_RS16945",1
"SPO3346",1.0044,"SPO3346","radical SAM enzyme, Cfr family","SPO_RS16950",1
"SPO3347",0.989,"SPO3347","hypothetical protein","SPO_RS16955",1
"SPO3349",0.1096,"SPO3349","L-asparaginase, thermolabile family","SPO_RS16965",0.839901923076923
"SPO3350",0.749,"SPO3350","hypothetical protein","SPO_RS16970",1
"SPO3351",0.3424,"SPO3351","Aha1 domain protein","SPO_RS16975",1
"SPO3352",0.6214,"SPO3352","transcriptional regulator, ArsR family","SPO_RS16980",1
"SPO3353",0.0294,"serB-2","phosphoserine phosphatase","SPO_RS16985",0.340563253012048
"SPO3355",0.4576,"serA","D-3-phosphoglycerate dehydrogenase","SPO_RS16995",1
"SPO3356",0.3184,"SPO3356","hypothetical protein","SPO_RS17000",1
"SPO3357",0.0568,"SPO3357","transcriptional regulator, LysR family","SPO_RS17005",0.567093582887701
"SPO3358",0.349,"SPO3358","serine/threonine protein phosphatase family protein","SPO_RS17010",1
"SPO3359",0.7724,"tdh","L-threonine 3-dehydrogenase","SPO_RS17015",1
"SPO3360",0.0302,"kbl","2-amino-3-ketobutyrate coenzyme A ligase","SPO_RS17020",0.340563253012048
"SPO3361",0.6548,"SPO3361","RmuC domain protein","SPO_RS17025",1
"SPO3362",1.1758,"mutL","DNA mismatch repair protein MutL","SPO_RS17030",1
"SPO3363",1.0164,"sitD","Manganese ABC transporter, permease protein","SPO_RS17035",1
"SPO3364",0.2854,"sitC","Manganese ABC transporter, permease protein","SPO_RS17040",1
"SPO3367",0.8176,"deoC","deoxyribose-phosphate aldolase","SPO_RS17055",1
"SPO3368",0.1446,"SPO3368","aldehyde dehydrogenase family protein","SPO_RS17060",0.874424960505529
"SPO3369",0.1728,"SPO3369","oxidoreductase, short-chain dehydrogenase/reductase family","SPO_RS17065",0.95124255952381
"SPO3370",1.5864,"SPO3370","peptidase, M16 family","SPO_RS17070",1
"SPO3371",0.984,"SPO3371","peptidase, M16 family","SPO_RS17075",1
"SPO3372",0.5288,"SPO3372","hypothetical protein","SPO_RS17080",1
"SPO3375",0,"SPO3375","hypothetical protein","SPO_RS17095",0
"SPO3376",0.6828,"SPO3376","ribosomal RNA small subunit methyltransferase B, putative","SPO_RS17100",1
"SPO3377",0.2182,"SPO3377","hypothetical protein","SPO_RS17105",1
"SPO3378",0.993,"SPO3378","benzoate transporter","SPO_RS17110",1
"SPO3379",0.9976,"SPO3379","transcriptional regulator, LysR family","SPO_RS17115",1
"SPO3380",0.9892,"SPO3380","gamma-butyrobetaine hydroxylase, putative","SPO_RS17120",1
"SPO3381",0.6036,"SPO3381","hypothetical protein","SPO_RS17125",1
"SPO3382",0.9992,"SPO3382","aldehyde dehydrogenase family protein","SPO_RS17130",1
"SPO3383",0.8034,"SPO3383","thiol-specific antioxidant protein","SPO_RS17135",1
"SPO3384",1.0122,"SPO3384","methyltransferase, FkbM family","SPO_RS17140",1
"SPO3385",0,"SPO3385","glycosyl transferase, family 25","SPO_RS17145",0
"SPO3386",0.6332,"SPO3386","hypothetical protein","SPO_RS17150",1
"SPO3387",0.3106,"SPO3387","hypothetical protein","SPO_RS17155",1
"SPO3388",0.9894,"SPO3388","transcriptional regulator, TetR family","SPO_RS17160",1
"SPO3390",0.6964,"SPO3390","hypothetical protein","SPO_RS17170",1
"SPO3391",0.1756,"SPO3391","alpha-1,2-fucosyltransferase, putative","SPO_RS17175",0.957761413843888
"SPO3392",0.4224,"rluA","ribosomal large subunit pseudouridine synthase A","SPO_RS17180",1
"SPO3393",0.6918,"SPO3393","hypothetical protein","SPO_RS17185",1
"SPO3394",1.0142,"SPO3394","GDSL-like lipase/acylhydrolase, putative","SPO_RS17190",1
"SPO3395",0.3852,"rarD-2","RarD","SPO_RS22310",1
"SPO3396",0.7238,"MMGDH","sarcosine dehydrogenase (choline catabolism)","SPO_RS17195",1
"SPO3397",0.8014,"SPO3397","transcriptional regulator, AraC family","SPO_RS17200",1
"SPO3398",1.023,"BHMT","glycine betaine: homocysteine methyltransferase (choline catabolism)","SPO_RS17205",1
"SPO3399",0.27,"SPO3399","alcohol dehydrogenase, zinc-containing","SPO_RS17210",1
"SPO3400",0.7528,"DMGDH","dimethylglycine dehydrogenase (choline catabolism)","SPO_RS17215",1
"SPO3401",0.765,"SPO3401","hypothetical protein","SPO_RS17220",1
"SPO3402",0.2026,"SPO3402","transporter, LysE family","SPO_RS17225",1
"SPO3403",0,"SPO3403","DNA-binding protein, putative","SPO_RS17230",0
"SPO3404",0.8308,"SPO3404","hypothetical protein","SPO_RS17235",1
"SPO3405",0.0306,"SPO3405","hypothetical protein","SPO_RS17240",0.340563253012048
"SPO3406",0.515,"SPO3406","transcriptional regulator, TetR family","SPO_RS17245",1
"SPO3407",0.6318,"SPO3407","hypothetical protein","SPO_RS17250",1
"SPO3408",0.1992,"SPO3408","acetyl-CoA C-acetyltransferase","SPO_RS17255",1
"SPO3409",0.2868,"SPO3409","anti-anti-sigma factor","SPO_RS17260",1
"SPO3410",0.6416,"SPO3410","anti-sigma B factor, putative","SPO_RS17265",1
"SPO3411",0.612,"SPO3411","gamma-glutamyltranspeptidase, putative","SPO_RS17270",1
"SPO3412",0.7772,"SPO3412","hypothetical protein","SPO_RS17275",1
"SPO3413",0.9986,"SPO3413","auxin efflux carrier family protein","SPO_RS17280",1
"SPO3414",0.86,"SPO3414","lipoprotein, putative","SPO_RS17285",1
"SPO3418",0.0886,"SPO3418","amidase family protein","SPO_RS17305",0.754219679633867
"SPO3419",NA,"SPO3419","ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family","SPO_RS17310",NA
"SPO3420",0.3636,"SPO3420","hypothetical protein","SPO_RS17315",1
"SPO3421",0.2438,"SPO3421","hypothetical protein","SPO_RS17320",1
"SPO3422",0.703,"SPO3422","ATP-dependent protease La domain protein","SPO_RS17325",1
"SPO3423",1.5712,"SPO3423","thioredoxin","SPO_RS17330",1
"SPO3424",0.0902,"SPO3424","leucine rich repeat protein","SPO_RS22315",0.758750556792873
"SPO3425",0.9964,"SPO3425","exodeoxyribonuclease III, putative","SPO_RS17340",1
"SPO3427",0.8598,"ribBA","3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II","SPO_RS17350",1
"SPO3428",0.2852,"SPO3428","hypothetical protein","SPO_RS17355",1
"SPO3429",1.1088,"SPO3429","alanine racemase domain protein","SPO_RS17360",1
"SPO3431",0.0888,"SPO3431","hypothetical protein","SPO_RS17370",0.754219679633867
"SPO3434",NA,"SPO3434","hypothetical protein","SPO_RS17385",NA
"SPO3435",0.7226,"SPO3435","glutathione S-transferase family protein","SPO_RS17390",1
"SPO3436",0.9934,"SPO3436","hypothetical protein","SPO_RS17395",1
"SPO3437",0.9956,"SPO3437","mechanosensitive ion channel family protein","SPO_RS17400",1
"SPO3438",0.425,"SPO3438","hypothetical protein","SPO_RS17405",1
"SPO3439",0.6588,"SPO3439","enoyl-CoA hydratase/isomerase family protein","SPO_RS17410",1
"SPO3440",0.8076,"SPO3440","20-beta-hydroxysteroid dehydrogenase, putative","SPO_RS17415",1
"SPO3441",1.106,"SPO3441","hypothetical protein","SPO_RS17420",1
"SPO3442",0.5152,"SPO3442","PmbA","SPO_RS17425",1
"SPO3443",0.8344,"SPO3443","inositol monophosphatase family protein","SPO_RS17430",1
"SPO3446",0.8916,"SPO3446","thiol:disulfide interchange protein, DsbA family","SPO_RS17445",1
"SPO3448",0.0254,"mutY","A/G-specific adenine glycosylase","SPO_RS17455",0.340563253012048
"SPO3449",0.3414,"SPO3449","fatty acid desaturase family protein","SPO_RS17460",1
"SPO3450",0.9828,"SPO3450","adenylate/guanylate cyclase","SPO_RS17465",1
"SPO3452",0.0282,"rnhB","ribonuclease HII","SPO_RS17475",0.340563253012048
"SPO3452a",0.3258,"SPO3452a","hypothetical protein","SPO_RS17480",1
"SPO3453",0.9846,"SPO3453","hypothetical protein","",1
"SPO3454",0.7578,"SPO3454","hypothetical protein","SPO_RS17490",1
"SPO3455",1.1008,"SPO3455","adenylate/guanylate cyclase","SPO_RS17500",1
"SPO3456",0.6046,"SPO3456","flagellar protein, putative","SPO_RS17505",1
"SPO3457",0.5392,"SPO3457","flagellin synthesis repressor protein FlbT, putative","SPO_RS17510",1
"SPO3459",0.0566,"SPO3459","flagellin protein","SPO_RS17520",0.566766937669377
"SPO3460",0.6858,"SPO3460","hypothetical protein","SPO_RS17525",1
"SPO3461",0.699,"SPO3461","flagellar protein FlgJ, putative","SPO_RS17530",1
"SPO3462",0.4682,"SPO3462","flagellar hook-length control protein","",1
"SPO3463",0.5924,"flgD","basal-body rod modification protein FlgD","SPO_RS17540",1
"SPO3464",0.1436,"SPO3464","hypothetical protein","SPO_RS17545",0.874424960505529
"SPO3465",0.419,"SPO3465","hypothetical protein","SPO_RS17550",1
"SPO3466",0.166,"potI","putrescine ABC transporter, permease protein","SPO_RS17555",0.950961240310078
"SPO3467",0.652,"potH","putrescine ABC transporter, permease protein","SPO_RS17560",1
"SPO3468",0.3164,"potG","putrescine ABC transporter, ATP-binding protein","SPO_RS17565",1
"SPO3469",1.0046,"potF","putrescine ABC transporter, periplasmic putrescine-binding protein","SPO_RS17570",1
"SPO3470",1.0134,"SPO3470","transcriptional regulator, GntR family","SPO_RS17575",1
"SPO3471",0.1962,"SPO3471","aminotransferase, class III","SPO_RS17580",1
"SPO3472",0.3684,"SPO3472","polyamine ABC transporter, ATP-binding protein","SPO_RS17585",1
"SPO3473",0.0922,"SPO3473","polyamine ABC transporter, periplasmic polyamine-binding protein","SPO_RS17590",0.758750556792873
"SPO3474",0,"SPO3474","polyamine ABC transporter, permease protein","SPO_RS17595",0
"SPO3475",0.5768,"SPO3475","polyamine ABC transporter, permease protein","SPO_RS17600",1
"SPO3476",1.004,"SPO3476","hypothetical protein","SPO_RS17605",1
"SPO3477",0.9318,"SPO3477","hypothetical protein","SPO_RS17610",1
"SPO3478",0.028,"glcD","glycolate oxidase, GlcD subunit","SPO_RS17615",0.340563253012048
"SPO3479",0,"glcE","glycolate oxidase, GlcE subunit","SPO_RS17620",0
"SPO3480",0.0264,"glcF","glycolate oxidase, iron-sulfur subunit","SPO_RS17625",0.340563253012048
"SPO3481",0.6944,"SPO3481","hypothetical protein","SPO_RS17630",1
"SPO3482",0.4586,"SPO3482","trypsin domain protein","SPO_RS17635",1
"SPO3483",1.0018,"SPO3483","hypothetical protein","SPO_RS17640",1
"SPO3484",0.9844,"SPO3484","heat shock protein, Hsp20 family","SPO_RS17645",1
"SPO3485",0.5764,"SPO3485","hypothetical protein","SPO_RS17650",1
"SPO3486",0.623,"SPO3486","hypothetical protein","SPO_RS17655",1
"SPO3487",0.857,"SPO3487","hypothetical protein","SPO_RS17660",1
"SPO3488",0.9972,"SPO3488","peptidoglycan binding domain protein","SPO_RS17665",1
"SPO3489",NA,"pheT","phenylalanyl-tRNA synthetase, beta subunit","SPO_RS17670",NA
"SPO3490",0.4308,"SPO3490","transcriptional regulator, LysR family","SPO_RS17675",1
"SPO3491",0.5798,"SPO3491","methyltransferase, UbiE/COQ5 family","SPO_RS17680",1
"SPO3492",0.5184,"SPO3492","hypothetical protein","SPO_RS17685",1
"SPO3493",1.0108,"SPO3493","transporter, putative","SPO_RS17690",1
"SPO3494",0.9682,"SPO3494","glutathione S-transferase family protein","SPO_RS17695",1
"SPO3495",0.1498,"mscL","large conductance mechanosensitive channel protein","SPO_RS17700",0.874424960505529
"SPO3496",0.6642,"SPO3496","mechanosensitive ion channel family protein","SPO_RS17705",1
"SPO3498",0.7318,"tuf-2","translation elongation factor Tu","SPO_RS17715",1
"SPO3498a",0.3468,"SPO3498a","hypothetical protein","SPO_RS17720",1
"SPO3502",0.497,"SPO3502","hypothetical protein","SPO_RS17740",1
"SPO3503",1.0046,"SPO3503","hypothetical protein","SPO_RS17745",1
"SPO3504",0.5786,"SPO3504","hypothetical protein","SPO_RS17750",1
"SPO3505",0.9884,"SPO3505","hypothetical protein","SPO_RS17755",1
"SPO3506",0.446,"SPO3506","DNA-binding protein, putative","SPO_RS17760",1
"SPO3511",0.655,"SPO3511","hypothetical protein","SPO_RS17785",1
"SPO3512",0.6246,"SPO3512","hypothetical protein","SPO_RS17790",1
"SPO3513",0.6712,"rplA","ribosomal protein L1","SPO_RS17795",1
"SPO3515",0.7944,"SPO3515","hypothetical protein","SPO_RS22320",1
"SPO3516",1.031,"nusG","transcription termination/antitermination factor NusG","SPO_RS17815",1
"SPO3518",0.736,"SPO3518","hypothetical protein","SPO_RS17825",1
"SPO3519",0.3462,"ccoS","cytochrome oxidase maturation protein, cbb3-type","SPO_RS17830",1
"SPO3520",1.1278,"SPO3520","copper-translocating P-type ATPase","SPO_RS17835",1
"SPO3521",0.7796,"SPO3521","fixH protein, putative","SPO_RS17840",1
"SPO3522",0.6478,"SPO3522","iron-sulfur-binding protein, RdxA/RdxB/FixG family","SPO_RS17845",1
"SPO3523",0.3484,"ccoP-1","cytochrome c oxidase, cbb3-type, subunit III","SPO_RS17850",1
"SPO3524",0.5886,"ccoQ-1","cytochrome c oxidase, cbb3-type, subunit IV","SPO_RS17855",1
"SPO3525",0.6898,"ccoO-1","cytochrome c oxidase, cbb3-type, subunit II","SPO_RS17860",1
"SPO3526",1.1174,"ccoN-1","cytochrome c oxidase, cbb3-type, subunit I","SPO_RS17865",1
"SPO3527",0.4292,"SPO3527","universal stress protein family protein","SPO_RS17870",1
"SPO3528",1.1814,"SPO3528","hypothetical protein","SPO_RS17875",1
"SPO3529",0.9998,"glyA-3","serine hydroxymethyltransferase","SPO_RS17880",1
"SPO3530",1.0278,"SPO3530","transcriptional regulator, LysR family","SPO_RS17885",1
"SPO3531",0.614,"fnrL","transcriptional activator protein FnrL","SPO_RS17890",1
"SPO3532",0.4176,"hemN","oxygen-independent coproporphyrinogen III oxidase","SPO_RS17895",1
"SPO3533",0.1426,"SPO3533","translation elongation factor G, putative","SPO_RS17900",0.874424960505529
"SPO3534",0.6238,"yejF","putative microcin C transport system ATP-binding protein","SPO_RS17905",1
"SPO3535",0.8266,"yejE","putative microcin C transport system permease protein","SPO_RS17910",1
"SPO3536",0.535,"yejB","putative microcin C transport system permease protein","SPO_RS17915",1
"SPO3537",1.0114,"yejA","putative microcin C transport system substrate-binding protein","SPO_RS17920",1
"SPO3538",0.6032,"cycM","cytochrome c552","SPO_RS17925",1
"SPO3539",0.1384,"SPO3539","prephenate dehydratase","SPO_RS17930",0.874424960505529
"SPO3540",0.6534,"SPO3540","hypothetical protein","SPO_RS17935",1
"SPO3541",0.0332,"SPO3541","hydrolase, NUDIX family","SPO_RS17940",0.351501432664756
"SPO3542",0.443,"SPO3542","2`,3`-cyclic-nucleotide 2`-phosphodiesterase, putative","SPO_RS17945",1
"SPO3543",0.3072,"SPO3543","hypothetical protein","SPO_RS17950",1
"SPO3544",0.7106,"SPO3544","allantoicase","SPO_RS17955",1
"SPO3545",0.5388,"SPO3545","transcriptional regulator, TetR family","SPO_RS17960",1
"SPO3546",0.4304,"SPO3546","zinc metallopeptidase, putative","SPO_RS17965",1
"SPO3547",0.9818,"SPO3547","hypothetical protein","SPO_RS17970",1
"SPO3548",0.9812,"SPO3548","hypothetical protein","SPO_RS17975",1
"SPO3549",0.4582,"SPO3549","hypothetical protein","",1
"SPO3550",0.6554,"dnaX","DNA polymerase III, gamma and tau subunits","SPO_RS17985",1
"SPO3551",0.6214,"SPO3551","acetyltransferase, GNAT family","SPO_RS17990",1
"SPO3552",0.2902,"SPO3552","oxidoreductase, FAD-binding protein","SPO_RS17995",1
"SPO3553",0.4412,"SPO3553","hypothetical protein","SPO_RS18000",1
"SPO3554",0.9872,"SPO3554","hypothetical protein","SPO_RS18005",1
"SPO3555",1.0078,"SPO3555","transglycosylase, Slt family","SPO_RS18010",1
"SPO3557",0.2474,"soeC","Sulfite dehydrogenase subunit SoeC%3B transmembrane sulfate transporter","SPO_RS18020",1
"SPO3558",0.169,"soeB","Sulfite dehydrogenase iron-sulfur cluster-binding subunit SoeB%3B cytosolic protein","SPO_RS18025",0.95124255952381
"SPO3559",0,"soeA","Sulfite dehydrogenase molybdopterin cofactor-binding subunit SoeA%3B cytosolic protein","SPO_RS18030",0
"SPO3560",0.6264,"pta","phosphate acetyltransferase","SPO_RS18035",1
"SPO3561",0,"xsc","sulfoacetaldehyde acetyltransferase","SPO_RS18040",0
"SPO3562",0.3166,"tauR","Taurine transcriptional regulator","SPO_RS18045",1
"SPO3563",0.2786,"SPO3563","transcriptional regulator, ArsR family","SPO_RS18050",1
"SPO3564",1.1842,"SPO3564","permease, putative","SPO_RS18055",1
"SPO3565",0.668,"SPO3565","hypothetical protein","SPO_RS18060",1
"SPO3566",0.4554,"SPO3566","hypothetical protein","SPO_RS18065",1
"SPO3567",1.0016,"SPO3567","ribonuclease T2 family protein","SPO_RS18070",1
"SPO3568",1.0028,"SPO3568","hypothetical protein","SPO_RS18075",1
"SPO3569",1.0062,"recR","recombination protein RecR","SPO_RS18080",1
"SPO3570",0.1406,"SPO3570","putative protein TIGR00103","SPO_RS18085",0.874424960505529
"SPO3571",1.0026,"SPO3571","transcriptional regulator, AraC family","SPO_RS18090",1
"SPO3572",0.6424,"SPO3572","isochorismatase family protein","SPO_RS18095",1
"SPO3573",0.9138,"SPO3573","NADPH-dependent FMN reductase domain protein","SPO_RS18100",1
"SPO3574",0.3174,"SPO3574","hypothetical protein","SPO_RS18105",1
"SPO3575",0.6526,"SPO3575","transcriptional regulator, MerR family","SPO_RS18110",1
"SPO3576",0.9848,"SPO3576","OmpA domain protein","SPO_RS18115",1
"SPO3577",0.62,"SPO3577","hypothetical protein","SPO_RS18120",1
"SPO3578",0.5894,"SPO3578","ADA regulatory protein","SPO_RS18125",1
"SPO3579",0,"SPO3579","transcriptional regulator, MarR family","SPO_RS18130",0
"SPO3580",0.3882,"SPO3580","isochorismatase family protein","SPO_RS18135",1
"SPO3581",0,"nth","endonuclease III","SPO_RS18140",0
"SPO3582",0.9972,"SPO3582","kinase, pfkB family","SPO_RS18145",1
"SPO3583",0.1924,"pecS","transcriptional regulator PecS","SPO_RS18150",1
"SPO3584",0.0254,"SPO3584","membrane protein, drug/metabolite transporter (DMT) family","SPO_RS18155",0.340563253012048
"SPO3585",0.2372,"rppH nudH","RNA pyrophosphohydrolase (EC 3.6.1.-)","SPO_RS18160",1
"SPO3586",0.5832,"fadH","2,4-dienoyl-CoA reductase","SPO_RS18165",1
"SPO3587",1.006,"SPO3587","hypothetical protein","SPO_RS18170",1
"SPO3588",1.0078,"SPO3588","hypothetical protein","SPO_RS18175",1
"SPO3589",0.1114,"SPO3589","hypothetical protein","SPO_RS18180",0.839901923076923
"SPO3590",0.6736,"SPO3590","hypothetical protein","SPO_RS18185",1
"SPO3591",0.4606,"SPO3591","auxin efflux carrier family protein","SPO_RS18190",1
"SPO3592",0.204,"SPO3592","transcriptional regulator, LysR family","SPO_RS18195",1
"SPO3593",0.3806,"SPO3593","sulfatase family protein","SPO_RS18200",1
"SPO3594",0.0344,"pheS","phenylalanyl-tRNA synthetase, alpha subunit","SPO_RS18205",0.359062146892655
"SPO3595",0.5856,"SPO3595","transcriptional regulator, AraC family","SPO_RS18210",1
"SPO3596",0.8348,"SPO3596","pyridoxamine 5'-phosphate oxidase family protein","SPO_RS18215",1
"SPO3597",0.9946,"SPO3597","amine oxidase, flavin-containing","SPO_RS18220",1
"SPO3598",0.777,"rplT","ribosomal protein L20","SPO_RS18225",1
"SPO3600",0.7286,"pyk","pyruvate kinase","SPO_RS18240",1
"SPO3601",0.4538,"SPO3601","N-formylglutamate amidohydrolase family protein","SPO_RS18245",1
"SPO3602",0.3422,"SPO3602","hypothetical protein","SPO_RS18250",1
"SPO3603",0.8254,"SPO3603","thioesterase family protein","SPO_RS18255",1
"SPO3604",0,"SPO3604","D-amino acid aminotransferase, putative","SPO_RS18260",0
"SPO3605",0.4808,"SPO3605","hypothetical protein","SPO_RS18265",1
"SPO3606",0.6132,"SPO3606","mandelate racemase/muconate lactonizing enzyme family protein","SPO_RS18270",1
"SPO3607",1.3632,"SPO3607","hypothetical protein","SPO_RS18275",1
"SPO3608",0.4686,"mclA","malyl-CoA lyase","SPO_RS18280",1
"SPO3609",1.0022,"linC-2","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","SPO_RS18290",1
"SPO3610",0.028,"SPO3610","hypothetical protein","",0.340563253012048
"SPO3611",1.0082,"SPO3611","hypothetical protein","SPO_RS18300",1
"SPO3612",0.7996,"SPO3612","transcriptional regulator, AsnC family","SPO_RS18305",1
"SPO3613",0.0292,"SPO3613","transporter, LysE family","SPO_RS18310",0.340563253012048
"SPO3614",0.2782,"SPO3614","hypothetical protein","",1
"SPO3615",0.376,"SPO3615","transcriptional regulator, AraC family","SPO_RS18315",1
"SPO3617",1.0072,"SPO3617","peptidoglycan-binding protein, putative","SPO_RS18325",1
"SPO3618",0.4382,"SPO3618","sulfonate ABC transporter, permease protein, putative","SPO_RS18330",1
"SPO3619",0.6504,"SPO3619","sulfonate ABC transporter, ATP-binding protein","SPO_RS18335",1
"SPO3620",0.0344,"SPO3620","sulfonate ABC transporter, periplasmic sulfonate-binding protein","SPO_RS18340",0.359062146892655
"SPO3621",2,"SPO3621","transcriptional regulator, GntR family","SPO_RS18345",1
"SPO3622",0.572,"SPO3622","hypothetical protein","SPO_RS18350",1
"SPO3623",0.029,"SPO3623","hypothetical protein","SPO_RS18355",0.340563253012048
"SPO3625",0.0288,"cspA","cold shock protein CspA","SPO_RS18365",0.340563253012048
"SPO3626",0.2268,"gshA","glutamate--cysteine ligase","SPO_RS18370",1
"SPO3627",1.0074,"SPO3627","hypothetical protein","SPO_RS18375",1
"SPO3628",0.8806,"SPO3628","acetyltransferase, GNAT family","SPO_RS18380",1
"SPO3629",0.0288,"SPO3629","hypothetical protein","SPO_RS18385",0.340563253012048
"SPO3631",0,"SPO3631","OmpA domain protein","SPO_RS18395",0
"SPO3632",0.9982,"SPO3632","hypothetical protein","SPO_RS18400",1
"SPO3633",0,"SPO3633","molybdopterin converting factor, subunit 2","SPO_RS18405",0
"SPO3634",0.2838,"moaD","molybdopterin converting factor, subunit 1","SPO_RS18410",1
"SPO3635",0.5712,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","SPO_RS18415",1
"SPO3636",0.2628,"SPO3636","beta-lactamase, putative","SPO_RS18420",1
"SPO3637",1.0032,"uvrC","UvrABC system protein C","SPO_RS18425",1
"SPO3638",NA,"SPO3638","oxidoreductase, short chain dehydrogenase/reductase family","SPO_RS18430",NA
"SPO3639",0.6456,"SPO3639","K+-dependent Na+/Ca+ exchanger related-protein","SPO_RS18435",1
"SPO3640",0.8166,"SPO3640","peptidase, family S49","SPO_RS18445",1
"SPO3641",0.6216,"SPO3641","ABC transporter, permease protein","SPO_RS18450",1
"SPO3642",0.927,"SPO3642","ABC transporter, ATP-binding protein","SPO_RS18455",1
"SPO3643",0.8464,"SPO3643","integral membrane protein","SPO_RS18465",1
"SPO3644",1.0238,"SPO3644","hypothetical protein","SPO_RS18470",1
"SPO3645",0.7926,"SPO3645","transcriptional regulator, putative","SPO_RS18475",1
"SPO3646",0.3902,"SPO3646","enoyl-CoA hydratase/isomerase family protein","SPO_RS18480",1
"SPO3647",0.4348,"SPO3647","CAIB/BAIF family protein","SPO_RS18485",1
"SPO3650",1.5176,"SPO3650","adenylate/guanylate cyclase","SPO_RS18500",1
"SPO3651",0.713,"SPO3651","fatty acid desaturase family protein","SPO_RS18505",1
"SPO3652",0.9924,"SPO3652","hypothetical protein","",1
"SPO3655",0.4198,"SPO3655","methyltransferase, putative","SPO_RS18525",1
"SPO3656",0.4434,"clpS","ATP-dependent Clp protease, adaptor protein ClpS","SPO_RS18530",1
"SPO3657",0.785,"SPO3657","hydrolase, haloacid dehalogenase-like family","SPO_RS18535",1
"SPO3659",0.521,"pxpA","5-oxoprolinase subunit A (5-OPase subunit A)","SPO_RS18545",1
"SPO3660",0.1714,"SPO3660","urea amidolyase-like protein","SPO_RS18550",0.95124255952381
"SPO3661",0,"SPO3661","allophanate hydrolase family protein","SPO_RS18555",0
"SPO3662",0.238,"SPO3662","hypothetical protein","SPO_RS18560",1
"SPO3663",0,"SPO3663","TRAP dicarboxylate family transporter, DctM subunit","SPO_RS18565",0
"SPO3664",0.3756,"SPO3664","hypothetical protein","SPO_RS18570",1
"SPO3665",0.574,"SPO3665","bacterial extracellular solute-binding protein, family 7","SPO_RS18575",1
"SPO3666",1.0142,"SPO3666","oxidoreductase, FAD-binding protein","SPO_RS18580",1
"SPO3667",0.3232,"catB","muconate cycloisomerase I","SPO_RS18585",1
"SPO3668",0.882,"SPO3668","transcriptional regulator, LysR family","SPO_RS18590",1
"SPO3671",0.3666,"SPO3671","multicopper oxidase domain protein","SPO_RS18600",1
"SPO3672",1.5716,"SPO3672","hypothetical protein","SPO_RS18605",1
"SPO3673",1.006,"SPO3673","type I secretion target repeat protein","SPO_RS22625",1
"SPO3673a",1.563,"SPO3673a","hypothetical protein","SPO_RS22970",1
"SPO3674",0.0918,"SPO3674","ISSpo7, transposase","SPO_RS22630",0.758750556792873
"SPO3675",0.2332,"SPO3675","hypothetical protein","SPO_RS18645",1
"SPO3676",0.3498,"argE-2","acetylornithine deacetylase","SPO_RS18650",1
"SPO3677",0.0918,"SPO3677","transcriptional regulator, LysR family","SPO_RS18655",0.758750556792873
"SPO3678",0.991,"SPO3678","Rieske 2Fe-2S domain protein","SPO_RS18660",1
"SPO3679",0.1396,"SPO3679","hypothetical protein","SPO_RS18665",0.874424960505529
